resume_text,profession
"Name: Candidate_676. Experience: 10 years. Skills: Java, Spring. Education: M.Tech.",Embedded Engineer
"Name: Candidate_677. Experience: 14 years. Skills: Angular, TypeScript. Education: B.Com.",Data Analyst
"Name: Candidate_678. Experience: 6 years. Skills: Python, SQL, ML. Education: M.Tech.",Product Manager
"Name: Candidate_679. Experience: 7 years. Skills: PHP, Laravel. Education: B.Com.",Data Scientist
"Name: Candidate_680. Experience: 6 years. Skills: Angular, TypeScript. Education: MBA.",Backend Developer
"Name: Candidate_681. Experience: 12 years. Skills: Python, SQL, ML. Education: B.Com.",Backend Developer
"Name: Candidate_682. Experience: 11 years. Skills: Angular, TypeScript. Education: MCA.",DevOps Engineer
"Name: Candidate_683. Experience: 15 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Data Scientist
"Name: Candidate_684. Experience: 9 years. Skills: C++, IoT. Education: Diploma in CS.",Backend Developer
"Name: Candidate_685. Experience: 2 years. Skills: PHP, Laravel. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_686. Experience: 0 years. Skills: Python, SQL, ML. Education: BCA.",Virtual Assistant
"Name: Candidate_687. Experience: 13 years. Skills: Angular, TypeScript. Education: B.Com.",Data Scientist
"Name: Candidate_688. Experience: 4 years. Skills: PHP, Laravel. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_689. Experience: 1 years. Skills: Excel, Admin. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_690. Experience: 1 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Virtual Assistant
"Name: Candidate_691. Experience: 4 years. Skills: Java, Spring. Education: BCA.",Data Scientist
"Name: Candidate_692. Experience: 5 years. Skills: Java, Spring. Education: MBA.",Backend Developer
"Name: Candidate_693. Experience: 0 years. Skills: Angular, TypeScript. Education: MBA.",DevOps Engineer
"Name: Candidate_694. Experience: 0 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_695. Experience: 8 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Product Manager
"Name: Candidate_696. Experience: 1 years. Skills: C++, IoT. Education: Diploma in CS.",Virtual Assistant
"Name: Candidate_697. Experience: 6 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Backend Developer
"Name: Candidate_698. Experience: 5 years. Skills: C++, IoT. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_699. Experience: 2 years. Skills: R, Statistics. Education: BCA.",Virtual Assistant
"Name: Candidate_700. Experience: 12 years. Skills: JavaScript, React. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_701. Experience: 1 years. Skills: JavaScript, React. Education: M.Tech.",Virtual Assistant
"Name: Candidate_702. Experience: 0 years. Skills: AWS, DevOps. Education: B.Com.",DevOps Engineer
"Name: Candidate_703. Experience: 10 years. Skills: AWS, DevOps. Education: B.Com.",Virtual Assistant
"Name: Candidate_704. Experience: 9 years. Skills: C++, IoT. Education: B.Com.",Frontend Developer
"Name: Candidate_705. Experience: 8 years. Skills: Python, SQL, ML. Education: MCA.",Virtual Assistant
"Name: Candidate_706. Experience: 14 years. Skills: Java, Spring. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_707. Experience: 4 years. Skills: Node.js, MongoDB. Education: BCA.",Product Manager
"Name: Candidate_708. Experience: 6 years. Skills: C++, IoT. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_709. Experience: 2 years. Skills: AWS, DevOps. Education: B.Com.",DevOps Engineer
"Name: Candidate_710. Experience: 0 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_711. Experience: 5 years. Skills: Excel, Admin. Education: MCA.",Embedded Engineer
"Name: Candidate_712. Experience: 13 years. Skills: Python, SQL, ML. Education: MBA.",Data Scientist
"Name: Candidate_713. Experience: 4 years. Skills: AWS, DevOps. Education: B.Com.",Product Manager
"Name: Candidate_714. Experience: 8 years. Skills: C++, IoT. Education: MBA.",Frontend Developer
"Name: Candidate_715. Experience: 10 years. Skills: Node.js, MongoDB. Education: M.Tech.",Virtual Assistant
"Name: Candidate_716. Experience: 2 years. Skills: Java, Spring. Education: MBA.",Data Analyst
"Name: Candidate_717. Experience: 14 years. Skills: C++, IoT. Education: BCA.",Virtual Assistant
"Name: Candidate_718. Experience: 3 years. Skills: Angular, TypeScript. Education: MBA.",Data Analyst
"Name: Candidate_719. Experience: 2 years. Skills: PHP, Laravel. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_720. Experience: 9 years. Skills: AWS, DevOps. Education: B.Com.",Virtual Assistant
"Name: Candidate_721. Experience: 9 years. Skills: Excel, Admin. Education: B.Com.",Data Analyst
"Name: Candidate_722. Experience: 8 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Product Manager
"Name: Candidate_723. Experience: 11 years. Skills: PHP, Laravel. Education: MCA.",Data Scientist
"Name: Candidate_724. Experience: 8 years. Skills: Excel, Admin. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_725. Experience: 14 years. Skills: AWS, DevOps. Education: M.Tech.",DevOps Engineer
"Name: Candidate_726. Experience: 12 years. Skills: C++, IoT. Education: MCA.",Frontend Developer
"Name: Candidate_727. Experience: 1 years. Skills: C++, IoT. Education: B.Com.",DevOps Engineer
"Name: Candidate_728. Experience: 7 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",DevOps Engineer
"Name: Candidate_729. Experience: 4 years. Skills: Java, Spring. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_730. Experience: 1 years. Skills: R, Statistics. Education: BCA.",Product Manager
"Name: Candidate_731. Experience: 6 years. Skills: JavaScript, React. Education: BCA.",Data Scientist
"Name: Candidate_732. Experience: 8 years. Skills: Node.js, MongoDB. Education: M.Tech.",Frontend Developer
"Name: Candidate_733. Experience: 12 years. Skills: Angular, TypeScript. Education: BCA.",Virtual Assistant
"Name: Candidate_734. Experience: 6 years. Skills: R, Statistics. Education: MBA.",Embedded Engineer
"Name: Candidate_735. Experience: 1 years. Skills: JavaScript, React. Education: MCA.",Virtual Assistant
"Name: Candidate_736. Experience: 0 years. Skills: JavaScript, React. Education: MBA.",Virtual Assistant
"Name: Candidate_737. Experience: 13 years. Skills: Java, Spring. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_738. Experience: 14 years. Skills: Python, SQL, ML. Education: MCA.",Backend Developer
"Name: Candidate_739. Experience: 2 years. Skills: Java, Spring. Education: B.Com.",Embedded Engineer
"Name: Candidate_740. Experience: 15 years. Skills: Excel, Admin. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_741. Experience: 11 years. Skills: Java, Spring. Education: MBA.",Virtual Assistant
"Name: Candidate_742. Experience: 7 years. Skills: AWS, DevOps. Education: B.Sc in IT.",DevOps Engineer
"Name: Candidate_743. Experience: 5 years. Skills: Angular, TypeScript. Education: MCA.",Embedded Engineer
"Name: Candidate_744. Experience: 5 years. Skills: Python, SQL, ML. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_745. Experience: 7 years. Skills: Node.js, MongoDB. Education: B.Com.",Product Manager
"Name: Candidate_746. Experience: 7 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_747. Experience: 3 years. Skills: C++, IoT. Education: MBA.",Virtual Assistant
"Name: Candidate_748. Experience: 3 years. Skills: JavaScript, React. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_749. Experience: 10 years. Skills: Python, SQL, ML. Education: MCA.",Data Scientist
"Name: Candidate_750. Experience: 11 years. Skills: JavaScript, React. Education: B.Com.",Data Scientist
"Name: Candidate_751. Experience: 8 years. Skills: Java, Spring. Education: BCA.",Product Manager
"Name: Candidate_752. Experience: 12 years. Skills: Angular, TypeScript. Education: Diploma in CS.",Data Scientist
"Name: Candidate_753. Experience: 13 years. Skills: Angular, TypeScript. Education: M.Tech.",Data Analyst
"Name: Candidate_754. Experience: 8 years. Skills: Python, SQL, ML. Education: BCA.",Virtual Assistant
"Name: Candidate_755. Experience: 10 years. Skills: Java, Spring. Education: BCA.",Backend Developer
"Name: Candidate_756. Experience: 0 years. Skills: Java, Spring. Education: MBA.",Frontend Developer
"Name: Candidate_757. Experience: 8 years. Skills: Python, SQL, ML. Education: MBA.",Frontend Developer
"Name: Candidate_758. Experience: 6 years. Skills: Java, Spring. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_759. Experience: 8 years. Skills: Angular, TypeScript. Education: M.Tech.",Backend Developer
"Name: Candidate_760. Experience: 8 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Product Manager
"Name: Candidate_761. Experience: 2 years. Skills: C++, IoT. Education: Diploma in CS.",Data Scientist
"Name: Candidate_762. Experience: 6 years. Skills: PHP, Laravel. Education: MCA.",Product Manager
"Name: Candidate_763. Experience: 2 years. Skills: PHP, Laravel. Education: B.Com.",Data Scientist
"Name: Candidate_764. Experience: 5 years. Skills: PHP, Laravel. Education: MBA.",Data Analyst
"Name: Candidate_765. Experience: 9 years. Skills: PHP, Laravel. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_766. Experience: 14 years. Skills: C++, IoT. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_767. Experience: 10 years. Skills: AWS, DevOps. Education: BCA.",Virtual Assistant
"Name: Candidate_768. Experience: 13 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Product Manager
"Name: Candidate_769. Experience: 4 years. Skills: R, Statistics. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_770. Experience: 1 years. Skills: R, Statistics. Education: MBA.",Embedded Engineer
"Name: Candidate_771. Experience: 6 years. Skills: JavaScript, React. Education: B.Com.",Data Scientist
"Name: Candidate_772. Experience: 15 years. Skills: C++, IoT. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_773. Experience: 5 years. Skills: R, Statistics. Education: MCA.",Frontend Developer
"Name: Candidate_774. Experience: 8 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_775. Experience: 14 years. Skills: AWS, DevOps. Education: BCA.",Virtual Assistant
"Name: Candidate_776. Experience: 5 years. Skills: Node.js, MongoDB. Education: M.Tech.",Data Analyst
"Name: Candidate_777. Experience: 13 years. Skills: JavaScript, React. Education: BCA.",Backend Developer
"Name: Candidate_778. Experience: 9 years. Skills: PHP, Laravel. Education: BCA.",Data Analyst
"Name: Candidate_779. Experience: 7 years. Skills: Python, SQL, ML. Education: M.Tech.",Frontend Developer
"Name: Candidate_780. Experience: 12 years. Skills: Excel, Admin. Education: B.Com.",Backend Developer
"Name: Candidate_781. Experience: 14 years. Skills: C++, IoT. Education: M.Tech.",Frontend Developer
"Name: Candidate_782. Experience: 3 years. Skills: Excel, Admin. Education: BCA.",Data Scientist
"Name: Candidate_783. Experience: 2 years. Skills: AWS, DevOps. Education: B.Sc in IT.",Product Manager
"Name: Candidate_784. Experience: 8 years. Skills: Java, Spring. Education: Diploma in CS.",Product Manager
"Name: Candidate_785. Experience: 3 years. Skills: Excel, Admin. Education: M.Tech.",Backend Developer
"Name: Candidate_786. Experience: 9 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Data Analyst
"Name: Candidate_787. Experience: 10 years. Skills: AWS, DevOps. Education: MBA.",Virtual Assistant
"Name: Candidate_788. Experience: 5 years. Skills: JavaScript, React. Education: B.Tech in CS.",Backend Developer
"Name: Candidate_789. Experience: 3 years. Skills: JavaScript, React. Education: B.Com.",Virtual Assistant
"Name: Candidate_790. Experience: 5 years. Skills: AWS, DevOps. Education: BCA.",Data Scientist
"Name: Candidate_791. Experience: 2 years. Skills: PHP, Laravel. Education: B.Sc in IT.",Product Manager
"Name: Candidate_792. Experience: 11 years. Skills: Python, SQL, ML. Education: MCA.",DevOps Engineer
"Name: Candidate_793. Experience: 5 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_794. Experience: 3 years. Skills: PHP, Laravel. Education: BCA.",Data Analyst
"Name: Candidate_795. Experience: 5 years. Skills: Angular, TypeScript. Education: B.Com.",Embedded Engineer
"Name: Candidate_796. Experience: 7 years. Skills: JavaScript, React. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_797. Experience: 10 years. Skills: PHP, Laravel. Education: M.Tech.",Backend Developer
"Name: Candidate_798. Experience: 14 years. Skills: PHP, Laravel. Education: MCA.",Data Analyst
"Name: Candidate_799. Experience: 4 years. Skills: AWS, DevOps. Education: MCA.",Backend Developer
"Name: Candidate_800. Experience: 4 years. Skills: JavaScript, React. Education: Diploma in CS.",Data Analyst
"Name: Candidate_801. Experience: 13 years. Skills: R, Statistics. Education: B.Sc in IT.",Product Manager
"Name: Candidate_802. Experience: 1 years. Skills: C++, IoT. Education: BCA.",Product Manager
"Name: Candidate_803. Experience: 3 years. Skills: JavaScript, React. Education: MBA.",Frontend Developer
"Name: Candidate_804. Experience: 11 years. Skills: PHP, Laravel. Education: MCA.",Embedded Engineer
"Name: Candidate_805. Experience: 15 years. Skills: Node.js, MongoDB. Education: BCA.",Backend Developer
"Name: Candidate_806. Experience: 5 years. Skills: PHP, Laravel. Education: Diploma in CS.",Data Analyst
"Name: Candidate_807. Experience: 13 years. Skills: Excel, Admin. Education: B.Com.",Data Scientist
"Name: Candidate_808. Experience: 5 years. Skills: Java, Spring. Education: BCA.",Data Scientist
"Name: Candidate_809. Experience: 8 years. Skills: Excel, Admin. Education: M.Tech.",Frontend Developer
"Name: Candidate_810. Experience: 4 years. Skills: C++, IoT. Education: B.Com.",Embedded Engineer
"Name: Candidate_811. Experience: 14 years. Skills: JavaScript, React. Education: M.Tech.",Data Analyst
"Name: Candidate_812. Experience: 1 years. Skills: C++, IoT. Education: BCA.",DevOps Engineer
"Name: Candidate_813. Experience: 11 years. Skills: Python, SQL, ML. Education: MBA.",Embedded Engineer
"Name: Candidate_814. Experience: 2 years. Skills: Python, SQL, ML. Education: BCA.",Product Manager
"Name: Candidate_815. Experience: 5 years. Skills: Java, Spring. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_816. Experience: 8 years. Skills: Python, SQL, ML. Education: M.Tech.",Embedded Engineer
"Name: Candidate_817. Experience: 5 years. Skills: Angular, TypeScript. Education: Diploma in CS.",Data Analyst
"Name: Candidate_818. Experience: 7 years. Skills: R, Statistics. Education: BCA.",Data Analyst
"Name: Candidate_819. Experience: 6 years. Skills: Node.js, MongoDB. Education: M.Tech.",DevOps Engineer
"Name: Candidate_820. Experience: 10 years. Skills: R, Statistics. Education: MBA.",Data Analyst
"Name: Candidate_821. Experience: 11 years. Skills: Node.js, MongoDB. Education: MCA.",Data Analyst
"Name: Candidate_822. Experience: 10 years. Skills: Java, Spring. Education: BCA.",Data Analyst
"Name: Candidate_823. Experience: 1 years. Skills: Excel, Admin. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_824. Experience: 6 years. Skills: R, Statistics. Education: B.Com.",Virtual Assistant
"Name: Candidate_825. Experience: 13 years. Skills: PHP, Laravel. Education: MCA.",Virtual Assistant
"Name: Candidate_826. Experience: 14 years. Skills: Node.js, MongoDB. Education: MCA.",Backend Developer
